Valuation Date,Term Structure,Base Currency,Term Currency,Option Class,Call/Put,Spot,Strike Price,Barrier1,Barrier2,Days,Expiry Date,Delivery Date,Price Mid,Delta,Gamma,Vega,Theta,Rho,Market Vol Bid,Market Vol Ask,Price Bid,Price Offer,ID,mini
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,120.1,,,2,03-Dec-11,03-Dec-11,0.91,13.99,-28.29,-0.01652,0.04121,0,0,0,0.8475,0.9725,GBPJPY_113,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,120.2,,,2,03-Dec-11,03-Dec-11,0.9025,16.48,-31.11,-0.01817,0.04825,0,0,0,0.8375,0.9675,GBPJPY_114,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,120.3,,,2,03-Dec-11,03-Dec-11,0.89625,19.19,-33.66,-0.01966,0.05545,0,0,0,0.8275,0.965,GBPJPY_115,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,120.4,,,2,03-Dec-11,03-Dec-11,0.8875,22.09,-35.81,-0.02092,0.06246,0,0,0,0.815,0.96,GBPJPY_116,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,120.5,,,2,03-Dec-11,03-Dec-11,0.87875,25.16,-37.43,-0.02186,0.06889,0,0,0,0.8025,0.955,GBPJPY_117,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,120.6,,,2,03-Dec-11,03-Dec-11,0.87,28.33,-38.37,-0.02241,0.07427,0,0,0,0.79,0.95,GBPJPY_118,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,120.7,,,2,03-Dec-11,03-Dec-11,0.8525,31.55,-38.52,-0.0225,0.07811,0,0,0,0.7675,0.9375,GBPJPY_119,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,120.8,,,2,03-Dec-11,03-Dec-11,0.8275,34.74,-37.8,-0.02208,0.07994,0,0,0,0.74,0.915,GBPJPY_120,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,120.9,,,2,03-Dec-11,03-Dec-11,0.80125,37.84,-36.14,-0.02111,0.07933,0,0,0,0.71,0.8925,GBPJPY_121,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,121,,,2,03-Dec-11,03-Dec-11,0.77,40.76,-33.52,-0.01957,0.07598,0,0,0,0.6775,0.8625,GBPJPY_122,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,121.1,,,2,03-Dec-11,03-Dec-11,0.73375,43.42,-29.94,-0.01749,0.06971,0,0,0,0.64,0.8275,GBPJPY_123,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,121.2,,,2,03-Dec-11,03-Dec-11,0.69375,45.75,-25.49,-0.01488,0.06053,0,0,0,0.5975,0.79,GBPJPY_124,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,121.3,,,2,03-Dec-11,03-Dec-11,0.6525,47.68,-20.24,-0.01182,0.04863,0,0,0,0.555,0.75,GBPJPY_125,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,121.4,,,2,03-Dec-11,03-Dec-11,0.60625,49.15,-14.36,-0.00839,0.03443,0,0,0,0.5075,0.705,GBPJPY_126,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,121.5,,,2,03-Dec-11,03-Dec-11,0.56,50.11,-8.0142,-0.00468,0.0185,0,0,0,0.46,0.66,GBPJPY_127,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,121.6,,,2,03-Dec-11,03-Dec-11,0.51375,50.54,-1.403,-0.00082,0.00155,0,0,0,0.415,0.6125,GBPJPY_128,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,121.7,,,2,03-Dec-11,03-Dec-11,0.4675,50.42,5.2593,0.00307,-0.01562,0,0,0,0.37,0.565,GBPJPY_129,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,121.8,,,2,03-Dec-11,03-Dec-11,0.42125,49.77,11.76,0.00687,-0.03218,0,0,0,0.325,0.5175,GBPJPY_130,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,121.9,,,2,03-Dec-11,03-Dec-11,0.3775,48.59,17.88,0.01044,-0.04738,0,0,0,0.2825,0.4725,GBPJPY_131,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,122,,,2,03-Dec-11,03-Dec-11,0.3375,46.93,23.45,0.0137,-0.06056,0,0,0,0.245,0.43,GBPJPY_132,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,122.1,,,2,03-Dec-11,03-Dec-11,0.3,44.84,28.31,0.01653,-0.07122,0,0,0,0.21,0.39,GBPJPY_133,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,122.2,,,2,03-Dec-11,03-Dec-11,0.265,42.39,32.34,0.01889,-0.07906,0,0,0,0.1775,0.3525,GBPJPY_134,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,122.3,,,2,03-Dec-11,03-Dec-11,0.235,39.64,35.45,0.0207,-0.08395,0,0,0,0.15,0.32,GBPJPY_135,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,122.4,,,2,03-Dec-11,03-Dec-11,0.1825,36.68,37.62,0.02197,-0.08596,0,0,0,0.1025,0.2625,GBPJPY_136,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,122.5,,,2,03-Dec-11,03-Dec-11,0.135,33.58,38.85,0.02269,-0.08535,0,0,0,0.0575,0.2125,GBPJPY_137,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,122.6,,,2,03-Dec-11,03-Dec-11,0.125,30.42,39.17,0.02288,-0.08247,0,0,0,0.0525,0.1975,GBPJPY_138,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,122.7,,,2,03-Dec-11,03-Dec-11,0.11375,27.26,38.68,0.02259,-0.07775,0,0,0,0.045,0.1825,GBPJPY_139,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,122.8,,,2,03-Dec-11,03-Dec-11,0.105,24.17,37.47,0.02188,-0.07168,0,0,0,0.04,0.17,GBPJPY_140,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,122.9,,,2,03-Dec-11,03-Dec-11,0.0975,21.21,35.65,0.02082,-0.06473,0,0,0,0.035,0.16,GBPJPY_141,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,123,,,2,03-Dec-11,03-Dec-11,0.12,18.42,33.36,0.01948,-0.05734,0,0,0,0.0525,0.1875,GBPJPY_142,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,123.1,,,2,03-Dec-11,03-Dec-11,0.1175,15.83,30.73,0.01795,-0.04988,0,0,0,0.05,0.185,GBPJPY_143,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,123.2,,,2,03-Dec-11,03-Dec-11,0.12,13.46,27.89,0.01629,-0.04265,0,0,0,0.05,0.19,GBPJPY_144,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,123.3,,,2,03-Dec-11,03-Dec-11,0.0725,11.32,24.94,0.01457,-0.03589,0,0,0,0.0225,0.1225,GBPJPY_145,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,123.4,,,2,03-Dec-11,03-Dec-11,0.07125,9.4306,22,0.01285,-0.02974,0,0,0,0.02,0.1225,GBPJPY_146,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,123.5,,,2,03-Dec-11,03-Dec-11,0.0675,7.772,19.14,0.01118,-0.02429,0,0,0,0.0175,0.1175,GBPJPY_147,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,123.6,,,2,03-Dec-11,03-Dec-11,0.065,6.339,16.44,0.0096,-0.01956,0,0,0,0.0175,0.1125,GBPJPY_148,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,123.7,,,2,03-Dec-11,03-Dec-11,0.06125,5.117,13.93,0.00814,-0.01554,0,0,0,0.015,0.1075,GBPJPY_149,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,123.8,,,2,03-Dec-11,03-Dec-11,0.0575,4.0882,11.66,0.00681,-0.01219,0,0,0,0.0125,0.1025,GBPJPY_150,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,123.9,,,2,03-Dec-11,03-Dec-11,0.0525,3.2327,9.6415,0.00563,-0.00945,0,0,0,0.01,0.095,GBPJPY_151,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,124,,,2,03-Dec-11,03-Dec-11,0.04875,2.5302,7.8741,0.0046,-0.00724,0,0,0,0.0075,0.09,GBPJPY_152,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,124.1,,,2,03-Dec-11,03-Dec-11,0.04375,1.9601,6.3539,0.00371,-0.00548,0,0,0,0.005,0.0825,GBPJPY_153,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,124.2,,,2,03-Dec-11,03-Dec-11,0.04085,1.5031,5.0668,0.00296,-0.0041,0,0,0,0.0042,0.0775,GBPJPY_154,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,124.3,,,2,03-Dec-11,03-Dec-11,0.03655,1.1409,3.9934,0.00233,-0.00304,0,0,0,0.0031,0.07,GBPJPY_155,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,124.4,,,2,03-Dec-11,03-Dec-11,0.03365,0.85721,3.1112,0.00182,-0.00223,0,0,0,0.0023,0.065,GBPJPY_156,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,124.5,,,2,03-Dec-11,03-Dec-11,0.0308,0.63757,2.3963,0.0014,-0.00162,0,0,0,0.0016,0.06,GBPJPY_157,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,124.6,,,2,03-Dec-11,03-Dec-11,0.0281,0.46944,1.8249,0.00107,-0.00116,0,0,0,0.0012,0.055,GBPJPY_158,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,124.7,,,2,03-Dec-11,03-Dec-11,0.0254,0.34217,1.3743,0.0008,-0.00083,0,0,0,0.0008,0.05,GBPJPY_159,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,124.8,,,2,03-Dec-11,03-Dec-11,0.0228,0.24691,1.0234,0.0006,-0.00058,0,0,0,0.0006,0.045,GBPJPY_160,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,124.9,,,2,03-Dec-11,03-Dec-11,0.0202,0.17638,0.7538,0.00044,-0.00041,0,0,0,0.0004,0.04,GBPJPY_161,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,125,,,2,03-Dec-11,03-Dec-11,0.0189,0.12475,0.54915,0.00032,-0.00028,0,0,0,0.0003,0.0375,GBPJPY_162,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,117,,,3,04-Dec-11,04-Dec-11,0.98625,0.01862,-0.07348,-0.00007,0.00001,0,0,0,0.9725,1,GBPJPY_163,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,117.1,,,3,04-Dec-11,04-Dec-11,0.98495,0.02601,-0.10038,-0.00009,0.00002,0,0,0,0.97,0.9999,GBPJPY_164,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,117.2,,,3,04-Dec-11,04-Dec-11,0.98245,0.03606,-0.13602,-0.00012,0.00005,0,0,0,0.965,0.9999,GBPJPY_165,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,117.3,,,3,04-Dec-11,04-Dec-11,0.9812,0.0496,-0.1828,-0.00016,0.00008,0,0,0,0.9625,0.9999,GBPJPY_166,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,117.4,,,3,04-Dec-11,04-Dec-11,0.9799,0.06771,-0.24366,-0.00022,0.00013,0,0,0,0.96,0.9998,GBPJPY_167,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,117.5,,,3,04-Dec-11,04-Dec-11,0.97865,0.09173,-0.32213,-0.00029,0.00019,0,0,0,0.9575,0.9998,GBPJPY_168,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,117.6,,,3,04-Dec-11,04-Dec-11,0.9761,0.12331,-0.42238,-0.00038,0.00027,0,0,0,0.9525,0.9997,GBPJPY_169,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,117.7,,,3,04-Dec-11,04-Dec-11,0.9748,0.16452,-0.54928,-0.00049,0.00038,0,0,0,0.95,0.9996,GBPJPY_170,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,117.8,,,3,04-Dec-11,04-Dec-11,0.9722,0.21784,-0.70844,-0.00064,0.00052,0,0,0,0.945,0.9994,GBPJPY_171,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,117.9,,,3,04-Dec-11,04-Dec-11,0.9696,0.28625,-0.90619,-0.00081,0.0007,0,0,0,0.94,0.9992,GBPJPY_172,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,118,,,3,04-Dec-11,04-Dec-11,0.96695,0.37332,-1.1496,-0.00103,0.00094,0,0,0,0.935,0.9989,GBPJPY_173,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,118.1,,,3,04-Dec-11,04-Dec-11,0.96555,0.48322,-1.4463,-0.0013,0.00124,0,0,0,0.9325,0.9986,GBPJPY_174,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,118.2,,,3,04-Dec-11,04-Dec-11,0.9628,0.62079,-1.8045,-0.00162,0.00163,0,0,0,0.9275,0.9981,GBPJPY_175,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,118.3,,,3,04-Dec-11,04-Dec-11,0.96005,0.79155,-2.2326,-0.002,0.0021,0,0,0,0.9225,0.9976,GBPJPY_176,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,118.4,,,3,04-Dec-11,04-Dec-11,0.95715,1.0018,-2.7392,-0.00246,0.0027,0,0,0,0.9175,0.9968,GBPJPY_177,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,118.5,,,3,04-Dec-11,04-Dec-11,0.95545,1.2584,-3.3326,-0.00299,0.00343,0,0,0,0.915,0.9959,GBPJPY_178,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,118.6,,,3,04-Dec-11,04-Dec-11,0.9525,1.569,-4.0203,-0.00361,0.00431,0,0,0,0.91,0.995,GBPJPY_179,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,118.7,,,3,04-Dec-11,04-Dec-11,0.95,1.9418,-4.8086,-0.00432,0.00537,0,0,0,0.9075,0.9925,GBPJPY_180,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,118.8,,,3,04-Dec-11,04-Dec-11,0.9475,2.3854,-5.7025,-0.00512,0.00663,0,0,0,0.9025,0.9925,GBPJPY_181,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,118.9,,,3,04-Dec-11,04-Dec-11,0.945,2.9088,-6.7042,-0.00602,0.00811,0,0,0,0.9,0.99,GBPJPY_182,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,119,,,3,04-Dec-11,04-Dec-11,0.94,3.521,-7.8134,-0.00702,0.00981,0,0,0,0.8925,0.9875,GBPJPY_183,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,119.1,,,3,04-Dec-11,04-Dec-11,0.93375,4.2308,-9.0262,-0.0081,0.01177,0,0,0,0.8875,0.98,GBPJPY_184,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,119.2,,,3,04-Dec-11,04-Dec-11,0.93375,5.0465,-10.33,-0.00928,0.01397,0,0,0,0.8875,0.98,GBPJPY_185,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,119.3,,,3,04-Dec-11,04-Dec-11,0.93125,5.9756,-11.73,-0.01053,0.01641,0,0,0,0.8825,0.98,GBPJPY_186,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,119.4,,,3,04-Dec-11,04-Dec-11,0.9125,7.0242,-13.18,-0.01184,0.0191,0,0,0,0.85,0.975,GBPJPY_187,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,119.5,,,3,04-Dec-11,04-Dec-11,0.91375,8.197,-14.69,-0.01319,0.02198,0,0,0,0.8525,0.975,GBPJPY_188,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,119.6,,,3,04-Dec-11,04-Dec-11,0.9125,9.4963,-16.2,-0.01455,0.02504,0,0,0,0.85,0.975,GBPJPY_189,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,119.7,,,3,04-Dec-11,04-Dec-11,0.91625,10.92,-17.71,-0.0159,0.02822,0,0,0,0.86,0.9725,GBPJPY_190,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,119.8,,,3,04-Dec-11,04-Dec-11,0.91125,12.47,-19.16,-0.0172,0.03144,0,0,0,0.8525,0.97,GBPJPY_191,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,119.9,,,3,04-Dec-11,04-Dec-11,0.90625,14.14,-20.51,-0.01842,0.03463,0,0,0,0.845,0.9675,GBPJPY_192,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,120,,,3,04-Dec-11,04-Dec-11,0.90125,15.91,-21.74,-0.01952,0.03768,0,0,0,0.8375,0.965,GBPJPY_193,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,120.1,,,3,04-Dec-11,04-Dec-11,0.89375,17.78,-22.78,-0.02046,0.04051,0,0,0,0.8275,0.96,GBPJPY_194,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,120.2,,,3,04-Dec-11,04-Dec-11,0.8875,19.73,-23.6,-0.02119,0.04298,0,0,0,0.8175,0.9575,GBPJPY_195,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,120.3,,,3,04-Dec-11,04-Dec-11,0.8775,21.74,-24.16,-0.02169,0.04499,0,0,0,0.805,0.95,GBPJPY_196,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,120.4,,,3,04-Dec-11,04-Dec-11,0.86125,23.77,-24.41,-0.02192,0.04641,0,0,0,0.7875,0.935,GBPJPY_197,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,120.5,,,3,04-Dec-11,04-Dec-11,0.84375,25.82,-24.33,-0.02184,0.04714,0,0,0,0.7675,0.92,GBPJPY_198,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,120.6,,,3,04-Dec-11,04-Dec-11,0.82625,27.85,-23.88,-0.02144,0.04708,0,0,0,0.7475,0.905,GBPJPY_199,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,120.7,,,3,04-Dec-11,04-Dec-11,0.80375,29.82,-23.05,-0.0207,0.04616,0,0,0,0.7225,0.885,GBPJPY_200,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,120.8,,,3,04-Dec-11,04-Dec-11,0.78,31.7,-21.83,-0.0196,0.04432,0,0,0,0.6975,0.8625,GBPJPY_201,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,120.9,,,3,04-Dec-11,04-Dec-11,0.75375,33.47,-20.23,-0.01816,0.04154,0,0,0,0.67,0.8375,GBPJPY_202,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,121,,,3,04-Dec-11,04-Dec-11,0.725,35.09,-18.25,-0.01639,0.03781,0,0,0,0.64,0.81,GBPJPY_203,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,121.1,,,3,04-Dec-11,04-Dec-11,0.69375,36.54,-15.92,-0.0143,0.0332,0,0,0,0.6075,0.78,GBPJPY_204,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,121.2,,,3,04-Dec-11,04-Dec-11,0.66,37.78,-13.28,-0.01193,0.02776,0,0,0,0.5725,0.7475,GBPJPY_205,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,121.3,,,3,04-Dec-11,04-Dec-11,0.62375,38.79,-10.38,-0.00932,0.02161,0,0,0,0.535,0.7125,GBPJPY_206,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,121.4,,,3,04-Dec-11,04-Dec-11,0.58875,39.55,-7.2602,-0.00652,0.01489,0,0,0,0.5,0.6775,GBPJPY_207,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,121.5,,,3,04-Dec-11,04-Dec-11,0.55,40.04,-3.9904,-0.00358,0.00774,0,0,0,0.46,0.64,GBPJPY_208,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,121.6,,,3,04-Dec-11,04-Dec-11,0.51375,40.27,-0.63567,-0.00057,0.00037,0,0,0,0.425,0.6025,GBPJPY_209,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,121.7,,,3,04-Dec-11,04-Dec-11,0.47625,40.21,2.7349,0.00246,-0.00706,0,0,0,0.3875,0.565,GBPJPY_210,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,121.8,,,3,04-Dec-11,04-Dec-11,0.44,39.88,6.0521,0.00543,-0.01435,0,0,0,0.3525,0.5275,GBPJPY_211,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,121.9,,,3,04-Dec-11,04-Dec-11,0.40375,39.29,9.2484,0.0083,-0.02132,0,0,0,0.3175,0.49,GBPJPY_212,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,122,,,3,04-Dec-11,04-Dec-11,0.36875,38.44,12.26,0.01101,-0.0278,0,0,0,0.2825,0.455,GBPJPY_213,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,122.1,,,3,04-Dec-11,04-Dec-11,0.33625,37.35,15.03,0.0135,-0.03363,0,0,0,0.2525,0.42,GBPJPY_214,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,122.2,,,3,04-Dec-11,04-Dec-11,0.305,36.04,17.52,0.01573,-0.0387,0,0,0,0.2225,0.3875,GBPJPY_215,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,122.3,,,3,04-Dec-11,04-Dec-11,0.2775,34.55,19.67,0.01766,-0.04292,0,0,0,0.1975,0.3575,GBPJPY_216,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,122.4,,,3,04-Dec-11,04-Dec-11,0.25125,32.89,21.47,0.01928,-0.04622,0,0,0,0.1725,0.33,GBPJPY_217,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,122.5,,,3,04-Dec-11,04-Dec-11,0.22875,31.11,22.89,0.02055,-0.04858,0,0,0,0.1525,0.305,GBPJPY_218,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,122.6,,,3,04-Dec-11,04-Dec-11,0.205,29.22,23.93,0.02149,-0.05002,0,0,0,0.13,0.28,GBPJPY_219,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,122.7,,,3,04-Dec-11,04-Dec-11,0.18,27.26,24.59,0.02208,-0.05055,0,0,0,0.1075,0.2525,GBPJPY_220,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,122.8,,,3,04-Dec-11,04-Dec-11,0.13625,25.26,24.89,0.02235,-0.05026,0,0,0,0.0675,0.205,GBPJPY_221,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,122.9,,,3,04-Dec-11,04-Dec-11,0.11625,23.26,24.84,0.02231,-0.04921,0,0,0,0.05,0.1825,GBPJPY_222,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,123,,,3,04-Dec-11,04-Dec-11,0.10875,21.27,24.48,0.02198,-0.04752,0,0,0,0.045,0.1725,GBPJPY_223,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,123.1,,,3,04-Dec-11,04-Dec-11,0.10125,19.32,23.84,0.0214,-0.04528,0,0,0,0.04,0.1625,GBPJPY_224,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,123.2,,,3,04-Dec-11,04-Dec-11,0.095,17.43,22.95,0.02061,-0.04262,0,0,0,0.035,0.155,GBPJPY_225,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,123.3,,,3,04-Dec-11,04-Dec-11,0.08875,15.62,21.87,0.01963,-0.03964,0,0,0,0.0325,0.145,GBPJPY_226,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,123.4,,,3,04-Dec-11,04-Dec-11,0.11375,13.91,20.62,0.01852,-0.03646,0,0,0,0.0525,0.175,GBPJPY_227,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,123.5,,,3,04-Dec-11,04-Dec-11,0.1125,12.31,19.26,0.01729,-0.03317,0,0,0,0.05,0.175,GBPJPY_228,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,123.6,,,3,04-Dec-11,04-Dec-11,0.1125,10.82,17.82,0.016,-0.02986,0,0,0,0.05,0.175,GBPJPY_229,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,123.7,,,3,04-Dec-11,04-Dec-11,0.07125,9.4438,16.33,0.01467,-0.02661,0,0,0,0.0225,0.12,GBPJPY_230,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,123.8,,,3,04-Dec-11,04-Dec-11,0.0675,8.1913,14.84,0.01333,-0.02348,0,0,0,0.02,0.115,GBPJPY_231,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,123.9,,,3,04-Dec-11,04-Dec-11,0.06625,7.0586,13.37,0.01201,-0.02052,0,0,0,0.02,0.1125,GBPJPY_232,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,124,,,3,04-Dec-11,04-Dec-11,0.065,6.043,11.94,0.01073,-0.01777,0,0,0,0.0175,0.1125,GBPJPY_233,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,124.1,,,3,04-Dec-11,04-Dec-11,0.0625,5.14,10.58,0.0095,-0.01525,0,0,0,0.0175,0.1075,GBPJPY_234,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,124.2,,,3,04-Dec-11,04-Dec-11,0.06,4.3437,9.2993,0.00835,-0.01297,0,0,0,0.015,0.105,GBPJPY_235,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,124.3,,,3,04-Dec-11,04-Dec-11,0.05875,3.6471,8.1072,0.00728,-0.01094,0,0,0,0.015,0.1025,GBPJPY_236,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,124.4,,,3,04-Dec-11,04-Dec-11,0.055,3.0424,7.0126,0.0063,-0.00915,0,0,0,0.0125,0.0975,GBPJPY_237,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,124.5,,,3,04-Dec-11,04-Dec-11,0.05125,2.5218,6.0191,0.0054,-0.00758,0,0,0,0.01,0.0925,GBPJPY_238,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,124.6,,,3,04-Dec-11,04-Dec-11,0.0475,2.0768,5.1271,0.0046,-0.00624,0,0,0,0.0075,0.0875,GBPJPY_239,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,124.7,,,3,04-Dec-11,04-Dec-11,0.04375,1.6995,4.3345,0.00389,-0.00509,0,0,0,0.005,0.0825,GBPJPY_240,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,124.8,,,3,04-Dec-11,04-Dec-11,0.04245,1.3818,3.6372,0.00327,-0.00412,0,0,0,0.0049,0.08,GBPJPY_241,0
